id,nat_dex,0,type1,type2,is_mega,is_gmax,is_legend,is_mythical,is_ultra_beast,is_paradox,generation,color,shape
19,12,butterfree,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,white,fourwings
20,12,butterfree_female,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,white,fourwings
21,12,butterfree_gmax,bug,flying,FALSE,TRUE,FALSE,FALSE,FALSE,,8,white,fourwings
22,13,weedle,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,insectoid
23,14,kakuna,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,snake
24,15,beedrill,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,fourwings
25,15,beedrill_mega,bug,poison,TRUE,FALSE,FALSE,FALSE,FALSE,,6,yellow,fourwings
26,16,pidgey,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,twowings
27,17,pidgeotto,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,twowings
28,18,pidgeot,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,twowings
29,18,pidgeot_mega,normal,flying,TRUE,FALSE,FALSE,FALSE,FALSE,,6,brown,twowings
30,19,rattata,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,quadruped
31,19,rattata_female,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,quadruped
32,19,rattata_alola,normal,dark,FALSE,FALSE,FALSE,FALSE,FALSE,,7,black,quadruped
33,20,raticate,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
34,20,raticate_female,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
35,20,raticate_alola,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,7,black,quadruped
36,21,spearow,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,twowings
37,22,fearow,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,twowings
38,23,ekans,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,snake
39,24,arbok,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,snake
40,25,pikachu,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
41,25,pikachu_female,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
42,25,pikachu_original,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
43,25,pikachu_hoenn,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
44,25,pikachu_sinnoh,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
45,25,pikachu_unova,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
46,25,pikachu_kalos,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
47,25,pikachu_alola,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,7,yellow,quadruped
48,25,pikachu_partner,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
49,25,pikachu_world,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
50,25,pikachu_gmax,electric,,FALSE,TRUE,FALSE,FALSE,FALSE,,8,yellow,quadruped
51,26,raichu,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,bipedtail
52,26,raichu_female,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,bipedtail
53,26,raichu_alola,electric,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,7,brown,bipedtail
54,27,sandshrew,ground,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,bipedtail
55,27,sandshrew_alola,ice,steel,FALSE,FALSE,FALSE,FALSE,FALSE,,7,white,bipedtail
56,28,sandslash,ground,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,bipedtail
57,28,sandslash_alola,ice,steel,FALSE,FALSE,FALSE,FALSE,FALSE,,7,blue,bipedtail
58,29,nidoran_female,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,quadruped
59,30,nidorina,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,quadruped
60,31,nidoqueen,poison,ground,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,bipedtail
61,32,nidoran,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,quadruped
62,33,nidorino,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,quadruped
63,34,nidoking,poison,ground,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,bipedtail
64,35,clefairy,fairy,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,bipedtail
65,36,clefable,fairy,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,bipedtail
66,37,vulpix,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
67,37,vulpix_alola,ice,,FALSE,FALSE,FALSE,FALSE,FALSE,,7,white,quadruped
68,38,ninetales,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
69,38,ninetales_alola,ice,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,7,blue,quadruped
70,39,jigglypuff,normal,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,biped
71,40,wigglytuff,normal,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,biped
72,41,zubat,poison,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,twowings
73,41,zubat_female,poison,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,twowings
74,42,golbat,poison,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,twowings
75,42,golbat_female,poison,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,twowings
76,43,oddish,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,headleg
77,44,gloom,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,biped
78,44,gloom_female,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,biped
79,45,vileplume,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,biped
80,45,vileplume_female,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,biped
81,46,paras,bug,grass,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,insectoid
82,47,parasect,bug,grass,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,insectoid
83,48,venonat,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,biped
84,49,venomoth,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,fourwings
85,50,diglett,ground,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headbase
86,50,diglett_alola,ground,steel,FALSE,FALSE,FALSE,FALSE,FALSE,,7,brown,headbase
87,51,dugtrio,ground,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,manybodies
88,51,dugtrio_alola,ground,steel,FALSE,FALSE,FALSE,FALSE,FALSE,,7,brown,manybodies
89,52,meowth,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
90,52,meowth_alola,dark,,FALSE,FALSE,FALSE,FALSE,FALSE,,7,blue,quadruped
91,52,meowth_galar,steel,,FALSE,FALSE,FALSE,FALSE,FALSE,,8,brown,bipedtail
92,52,meowth_gmax,normal,,FALSE,TRUE,FALSE,FALSE,FALSE,,8,yellow,quadruped
93,53,persian,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
94,53,persian_alola,dark,,FALSE,FALSE,FALSE,FALSE,FALSE,,7,blue,quadruped
95,54,psyduck,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,bipedtail
96,55,golduck,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,bipedtail
97,56,mankey,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
98,57,primeape,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
99,58,growlithe,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
100,58,growlithe_hisui,fire,rock,FALSE,FALSE,FALSE,FALSE,FALSE,,8,brown,quadruped
101,59,arcanine,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
102,59,arcanine_hisui,fire,rock,FALSE,FALSE,FALSE,FALSE,FALSE,,8,brown,quadruped
103,60,poliwag,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,headleg
104,61,poliwhirl,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,biped
105,62,poliwrath,water,fighting,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,biped
106,63,abra,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
107,64,kadabra,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
108,64,kadabra_female,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
109,65,alakazam,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
110,65,alakazam_female,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
111,65,alakazam_mega,psychic,,TRUE,FALSE,FALSE,FALSE,FALSE,,6,brown,biped
112,66,machop,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,bipedtail
113,67,machoke,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,biped
114,68,machamp,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,biped
115,68,machamp_gmax,fighting,,FALSE,TRUE,FALSE,FALSE,FALSE,,8,gray,biped
116,69,bellsprout,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,green,biped
117,70,weepinbell,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,green,headbase
118,71,victreebel,grass,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,green,headbase
119,72,tentacool,water,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,tentacles
120,73,tentacruel,water,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,tentacles
121,74,geodude,rock,ground,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headarm
122,74,geodude_alola,rock,electric,FALSE,FALSE,FALSE,FALSE,FALSE,,7,gray,headarm
123,75,graveler,rock,ground,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
124,75,graveler_alola,rock,electric,FALSE,FALSE,FALSE,FALSE,FALSE,,7,gray,biped
125,76,golem,rock,ground,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
126,76,golem_alola,rock,electric,FALSE,FALSE,FALSE,FALSE,FALSE,,7,gray,biped
127,77,ponyta,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
128,77,ponyta_galar,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,8,white,quadruped
129,78,rapidash,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
130,78,rapidash_galar,psychic,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,8,white,quadruped
131,79,slowpoke,water,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,quadruped
132,79,slowpoke_galar,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,8,pink,quadruped
133,80,slowbro,water,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,bipedtail
134,80,slowbro_galar,poison,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,8,pink,bipedtail
135,80,slowbro_mega,water,psychic,TRUE,FALSE,FALSE,FALSE,FALSE,,6,pink,headarm
136,81,magnemite,electric,steel,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,headarm
137,82,magneton,electric,steel,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,manybodies
138,83,farfetchd,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,twowings
139,83,farfetchd_galar,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,8,brown,twowings
140,84,doduo,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headleg
141,84,doduo_female,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headleg
142,85,dodrio,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headleg
143,85,dodrio_female,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headleg
144,86,seel,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,white,fin
145,87,dewgong,water,ice,FALSE,FALSE,FALSE,FALSE,FALSE,,1,white,fin
146,88,grimer,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,headarm
147,88,grimer_alola,poison,dark,FALSE,FALSE,FALSE,FALSE,FALSE,,7,green,headarm
148,89,muk,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,headarm
149,89,muk_alola,poison,dark,FALSE,FALSE,FALSE,FALSE,FALSE,,7,green,headarm
150,90,shellder,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,head
151,91,cloyster,water,ice,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,head
152,92,gastly,ghost,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,head
153,93,haunter,ghost,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,headarm
154,94,gengar,ghost,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,bipedtail
155,94,gengar_gmax,ghost,poison,FALSE,TRUE,FALSE,FALSE,FALSE,,8,purple,bipedtail
156,94,gengar_mega,ghost,poison,TRUE,FALSE,FALSE,FALSE,FALSE,,6,purple,bipedtail
157,95,onix,rock,ground,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,snake
158,96,drowzee,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,biped
159,97,hypno,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,biped
160,97,hypno_female,psychic,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,biped
161,98,krabby,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,insectoid
162,99,kingler,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,insectoid
163,99,kingler_gmax,water,,FALSE,TRUE,FALSE,FALSE,FALSE,,8,red,insectoid
164,100,voltorb,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,head
165,100,voltorb_hisui,electric,grass,FALSE,FALSE,FALSE,FALSE,FALSE,,8,red,head
166,101,electrode,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,head
167,101,electrode_hisui,electric,grass,FALSE,FALSE,FALSE,FALSE,FALSE,,8,red,head
168,102,exeggcute,grass,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,manybodies
169,103,exeggutor,grass,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,headleg
170,103,exeggutor_alola,grass,dragon,FALSE,FALSE,FALSE,FALSE,FALSE,,7,yellow,headleg
171,104,cubone,ground,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
172,105,marowak,ground,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
173,105,marowak_alola,fire,ghost,FALSE,FALSE,FALSE,FALSE,FALSE,,7,purple,bipedtail
174,106,hitmonlee,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
175,107,hitmonchan,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
176,108,lickitung,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,bipedtail
177,109,koffing,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,head
178,110,weezing,poison,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,manybodies
179,110,weezing_galar,poison,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,8,gray,manybodies
180,111,rhyhorn,ground,rock,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,quadruped
181,111,rhyhorn_female,ground,rock,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,quadruped
182,112,rhydon,ground,rock,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,bipedtail
183,112,rhydon_female,ground,rock,FALSE,FALSE,FALSE,FALSE,FALSE,,1,gray,bipedtail
184,113,chansey,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,bipedtail
185,114,tangela,grass,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,headleg
186,115,kangaskhan,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
187,115,kangaskhan_mega,normal,,TRUE,FALSE,FALSE,FALSE,FALSE,,6,brown,bipedtail
188,116,horsea,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,headbase
189,117,seadra,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,headbase
190,118,goldeen,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,fin
191,118,goldeen_female,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,fin
192,119,seaking,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,fin
193,119,seaking_female,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,fin
194,120,staryu,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,headbase
195,121,starmie,water,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,headbase
196,122,mrmime,psychic,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,biped
197,122,mrmime_galar,ice,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,8,white,biped
198,123,scyther,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,green,fourwings
199,123,scyther_female,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,green,fourwings
200,124,jynx,ice,psychic,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,biped
201,125,electabuzz,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,bipedtail
202,126,magmar,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,bipedtail
203,127,pinsir,bug,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,biped
204,127,pinsir_mega,bug,flying,TRUE,FALSE,FALSE,FALSE,FALSE,,6,brown,fourwings
205,128,tauros,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
206,128,tauros_combat_paldea,fighting,,FALSE,FALSE,FALSE,FALSE,FALSE,,9,brown,quadruped
207,128,tauros_blaze_paldea,fighting,fire,FALSE,FALSE,FALSE,FALSE,FALSE,,9,brown,quadruped
208,128,tauros_aqua_paldea,fighting,water,FALSE,FALSE,FALSE,FALSE,FALSE,,9,brown,quadruped
209,129,magikarp,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,fin
210,129,magikarp_female,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,fin
211,130,gyarados,water,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,snake
212,130,gyarados_female,water,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,snake
213,130,gyarados_mega,water,dark,TRUE,FALSE,FALSE,FALSE,FALSE,,6,blue,snake
214,131,lapras,water,ice,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,fin
215,131,lapras_gmax,water,ice,FALSE,TRUE,FALSE,FALSE,FALSE,,8,blue,fin
216,132,ditto,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,head
217,133,eevee,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
218,133,eevee_female,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,quadruped
219,133,eevee_gmax,normal,,FALSE,TRUE,FALSE,FALSE,FALSE,,8,brown,quadruped
220,134,vaporeon,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,quadruped
221,135,jolteon,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,yellow,quadruped
222,136,flareon,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,red,quadruped
223,137,porygon,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,pink,headleg
224,138,omanyte,rock,water,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,tentacles
225,139,omastar,rock,water,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,tentacles
226,140,kabuto,rock,water,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,insectoid
227,141,kabutops,rock,water,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
228,142,aerodactyl,rock,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,purple,twowings
229,142,aerodactyl_mega,rock,flying,TRUE,FALSE,FALSE,FALSE,FALSE,,6,purple,twowings
230,143,snorlax,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,black,biped
231,143,snorlax_gmax,normal,,FALSE,TRUE,FALSE,FALSE,FALSE,,8,black,biped
232,144,articuno,ice,flying,FALSE,FALSE,TRUE,FALSE,FALSE,,1,blue,twowings
233,144,articuno_galar,psychic,flying,FALSE,FALSE,TRUE,FALSE,FALSE,,8,purple,twowings
234,145,zapdos,electric,flying,FALSE,FALSE,TRUE,FALSE,FALSE,,1,yellow,twowings
235,145,zapdos_galar,fighting,flying,FALSE,FALSE,TRUE,FALSE,FALSE,,8,yellow,twowings
236,146,moltres,fire,flying,FALSE,FALSE,TRUE,FALSE,FALSE,,1,yellow,twowings
237,146,moltres_galar,dark,flying,FALSE,FALSE,TRUE,FALSE,FALSE,,8,red,twowings
238,147,dratini,dragon,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,snake
239,148,dragonair,dragon,,FALSE,FALSE,FALSE,FALSE,FALSE,,1,blue,snake
240,149,dragonite,dragon,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,1,brown,bipedtail
241,150,mewtwo,psychic,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,purple,bipedtail
242,150,mewtwo_x,psychic,fighting,TRUE,FALSE,TRUE,FALSE,FALSE,,6,purple,bipedtail
243,150,mewtwo_y,psychic,,TRUE,FALSE,TRUE,FALSE,FALSE,,6,purple,bipedtail
244,151,mew,psychic,,FALSE,FALSE,FALSE,TRUE,FALSE,,1,pink,bipedtail
245,152,chikorita,grass,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,quadruped
246,153,bayleef,grass,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,quadruped
247,154,meganium,grass,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,quadruped
248,154,meganium_female,grass,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,quadruped
249,155,cyndaquil,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,yellow,biped
250,156,quilava,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,yellow,quadruped
251,157,typhlosion,fire,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,yellow,quadruped
252,157,typhlosion_hisui,fire,ghost,FALSE,FALSE,FALSE,FALSE,FALSE,,8,yellow,quadruped
253,158,totodile,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,blue,bipedtail
254,159,croconaw,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,blue,bipedtail
255,160,feraligatr,water,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,blue,bipedtail
256,161,sentret,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,brown,quadruped
257,162,furret,normal,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,brown,quadruped
258,163,hoothoot,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,brown,twowings
259,164,noctowl,normal,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,brown,twowings
260,165,ledyba,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,red,twowings
261,165,ledyba_female,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,red,twowings
262,166,ledian,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,red,twowings
263,166,ledian_female,bug,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,red,twowings
264,167,spinarak,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,insectoid
265,168,ariados,bug,poison,FALSE,FALSE,FALSE,FALSE,FALSE,,2,red,insectoid
266,169,crobat,poison,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,purple,fourwings
267,170,chinchou,water,electric,FALSE,FALSE,FALSE,FALSE,FALSE,,2,blue,fin
268,171,lanturn,water,electric,FALSE,FALSE,FALSE,FALSE,FALSE,,2,blue,fin
269,172,pichu,electric,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,yellow,quadruped
270,173,cleffa,fairy,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,pink,bipedtail
271,174,igglybuff,normal,fairy,FALSE,FALSE,FALSE,FALSE,FALSE,,2,pink,biped
272,175,togepi,fairy,,FALSE,FALSE,FALSE,FALSE,FALSE,,2,white,biped
273,176,togetic,fairy,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,white,biped
274,177,natu,psychic,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,twowings
275,178,xatu,psychic,flying,FALSE,FALSE,FALSE,FALSE,FALSE,,2,green,twowings
